STUDYID,DOMAIN,TSSEQ,TSGRPID,TSPARMCD,TSPARM,TSVAL,TSVALNF,TSVALCD,TSVCDREF,TSVCDVER
NBI-1065846-MDD2020-TERPSIS,TS,1,,ACTSUB,Actual Number of Subjects,88,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,ADAPT,Adaptive Design,N,,C49487,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,ADDON,Added on to Existing Treatments,N,,C49487,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,AGEMAX,Planned Maximum Age of Subjects,P65Y,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,AGEMIN,Planned Minimum Age of Subjects,P18Y,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,DCUTDESC,Data Cutoff Description,Final database lock,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,DCUTDTC,Data Cutoff Date,2024-07-03,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,EXTTIND,Extension Trial Indicator,N,,C49487,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,FCNTRY,Planned Country of Investigational Sites,USA,,,GENC,Ed3 Up11
NBI-1065846-MDD2020-TERPSIS,TS,1,,HLTSUBJI,Healthy Subject Indicator,N,,C49487,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,INDIC,Trial Disease/Condition Indication,Anhedonia in Major Depressive Disorder,,,SNOMED,2023-09-01
NBI-1065846-MDD2020-TERPSIS,TS,1,,INTMODEL,Intervention Model,PARALLEL,,C82639,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,INTTYPE,Intervention Type,DRUG,,C1909,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,LENGTH,Trial Length,P20W,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,NARMS,Planned Number of Arms,2,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,NCOHORT,Number of Groups/Cohorts,2,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,OBJPRIM,Trial Primary Objective,To evaluate the efficacy and safety of the investigational treatment,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,OBJSEC,Trial Secondary Objective,To evaluate pharmacokinetics and immunogenicity,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,ONGOSIND,Ongoing Study Indicator,N,,C49487,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,OUTMSPRI,Primary Outcome Measure,Change from baseline in primary endpoint,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,PCLAS,Pharmacologic Class,MONOCLONAL ANTIBODY,,,MED-RT,2023-09-01
NBI-1065846-MDD2020-TERPSIS,TS,1,,PDPSTIND,Pediatric Postmarket Study Indicator,N,,C49487,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,PDSTIND,Pediatric Study Indicator,N,,C49487,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,PIPIND,Pediatric Investigation Plan Indicator,N,,C49487,CDISC CT,2023-12-15
