STUDYID,DOMAIN,TSSEQ,TSGRPID,TSPARMCD,TSPARM,TSVAL,TSVALNF,TSVALCD,TSVCDREF,TSVCDVER
MS200095-0022-VISION,TS,1,,ACTSUB,Actual Number of Subjects,300,,,,
MS200095-0022-VISION,TS,1,,ADDON,Added on to Existing Treatments,N,,C49487,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,AGEMAX,Planned Maximum Age of Subjects,P90Y,,,,
MS200095-0022-VISION,TS,1,,AGEMIN,Planned Minimum Age of Subjects,P18Y,,,,
MS200095-0022-VISION,TS,1,,EXTTIND,Extension Trial Indicator,N,,C49487,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,HLTSUBJI,Healthy Subject Indicator,N,,C49487,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,INDIC,Trial Disease/Condition Indication,Advanced NSCLC with MET alterations,,,SNOMED,2023-09-01
MS200095-0022-VISION,TS,1,,INTMODEL,Intervention Model,SINGLE GROUP,,C82640,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,INTTYPE,Intervention Type,DRUG,,C1909,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,LENGTH,Trial Length,P18M,,,,
MS200095-0022-VISION,TS,1,,NCOHORT,Number of Groups/Cohorts,3,,,,
MS200095-0022-VISION,TS,1,,OBJSEC,Trial Secondary Objective,To evaluate pharmacokinetics and immunogenicity,,,,
MS200095-0022-VISION,TS,1,,ONGOSIND,Ongoing Study Indicator,N,,C49487,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,PCLAS,Pharmacologic Class,MONOCLONAL ANTIBODY,,,MED-RT,2023-09-01
MS200095-0022-VISION,TS,1,,PDPSTIND,Pediatric Postmarket Study Indicator,N,,C49487,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,PDSTIND,Pediatric Study Indicator,N,,C49487,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,PIPIND,Pediatric Investigation Plan Indicator,N,,C49487,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,PLANSUB,Planned Number of Subjects,300,,,,
MS200095-0022-VISION,TS,1,,RANDOM,Trial is Randomized,N,,C49487,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,RDIND,Rare Disease Indicator,N,,C49487,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,SDTIGVER,SDTM IG Version,3.4,,,,
MS200095-0022-VISION,TS,1,,SDTMVER,SDTM Version,2.0,,,,
MS200095-0022-VISION,TS,1,,SEXPOP,Sex of Participants,BOTH,,C49636,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,STOPRULE,Study Stop Rules,Study may be stopped for safety concerns per DMC recommendation,,,,
MS200095-0022-VISION,TS,1,,TBLIND,Trial Blinding Schema,OPEN LABEL,,C49659,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,TCNTRL,Control Type,UNCONTROLLED,,,,
MS200095-0022-VISION,TS,1,,TDIGRP,Diagnosis Group,Oncology,,,SNOMED,2023-09-01
MS200095-0022-VISION,TS,1,,THERAREA,Therapeutic Area,Oncology,,,,
MS200095-0022-VISION,TS,1,,TINDTP,Trial Intent Type,TREATMENT,,C49656,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,TRT,Investigational Therapy or Treatment,TEPOTINIB,,,UNII,2023-12-15
